"timestamp","position_lat","position_long","altitude","heart_rate","cadence","temperature","distance","speed","vertical_speed","File_Path","activity","HRzone","datetime","year","date","seconds"
"2020-01-18 18:33:31",41.350113004446,-122.279291991144,NA,NA,NA,NA,NA,NA,NA,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring",NA,"2020-01-18 18:33:31",2020,"2020-01-18","18:33:31"
"2020-01-18 18:33:58",41.3501040358096,-122.279270030558,1504.2,55,64,24,NA,NA,0,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:33:58",2020,"2020-01-18","18:33:58"
"2020-01-18 18:34:42",41.3501190394163,-122.279255026951,1504.8,62,48,25,NA,NA,0.02,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:34:42",2020,"2020-01-18","18:34:42"
"2020-01-18 18:34:45",41.3501410000026,-122.27924999781,1504.8,62,52,25,NA,NA,0,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:34:45",2020,"2020-01-18","18:34:45"
"2020-01-18 18:34:47",41.3501639664173,-122.279236000031,1505,64,49,25,7,0.5,0,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:34:47",2020,"2020-01-18","18:34:47"
"2020-01-18 18:34:49",41.3501850049943,-122.279223008081,1505.2,64,46,25,9,0.8,0,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:34:49",2020,"2020-01-18","18:34:49"
"2020-01-18 18:34:52",41.3502109888941,-122.279204986989,1505.6,69,46,25,NA,1.1,0,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:34:52",2020,"2020-01-18","18:34:52"
"2020-01-18 18:34:54",41.350223980844,-122.279185960069,1506,66,43,25,15,1.1,0,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:34:54",2020,"2020-01-18","18:34:54"
"2020-01-18 18:35:02",41.3502420019358,-122.279182020575,1506.2,67,43,25,NA,0.7,0.04,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:35:02",2020,"2020-01-18","18:35:02"
"2020-01-18 18:35:56",41.3502539880574,-122.279201969504,1507.6,76,0,25,NA,0,0.02,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:35:56",2020,"2020-01-18","18:35:56"
"2020-01-18 18:35:59",41.3502770382911,-122.279190989211,1507.6,74,48,25,NA,0,0.02,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:35:59",2020,"2020-01-18","18:35:59"
"2020-01-18 18:36:01",41.3502959813923,-122.279182020575,1507.8,73,72,25,24,1,0,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:36:01",2020,"2020-01-18","18:36:01"
"2020-01-18 18:36:03",41.3503119908273,-122.279171040282,1507.8,72,75,25,26,1,0,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:36:03",2020,"2020-01-18","18:36:03"
"2020-01-18 18:36:05",41.3503300119191,-122.279161987826,1507.8,70,75,25,29,1.1,0,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:36:05",2020,"2020-01-18","18:36:05"
"2020-01-18 18:36:07",41.3503460213542,-122.279150001705,1508,66,78,25,31,1.1,0,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:36:07",2020,"2020-01-18","18:36:07"
"2020-01-18 18:36:10",41.3503699935973,-122.279132986441,1508.2,63,40,25,NA,1,0,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:36:10",2020,"2020-01-18","18:36:10"
"2020-01-18 18:36:12",41.3503870088607,-122.279122006148,1508.6,62,40,25,36,1,0.02,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:36:12",2020,"2020-01-18","18:36:12"
"2020-01-18 18:36:15",41.3504109811038,-122.279104990885,1509.2,60,40,25,NA,1,0.02,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:36:15",2020,"2020-01-18","18:36:15"
"2020-01-18 18:36:17",41.3504290021956,-122.279090993106,1509.2,60,39,25,41,1,0.02,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:36:17",2020,"2020-01-18","18:36:17"
"2020-01-18 18:36:19",41.3504480291158,-122.2790759895,1509,59,36,25,43,1,0.04,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:36:19",2020,"2020-01-18","18:36:19"
"2020-01-18 18:36:21",41.3504649605602,-122.279064003378,1509.2,60,75,25,46,1.1,0.04,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:36:21",2020,"2020-01-18","18:36:21"
"2020-01-18 18:36:24",41.3504880107939,-122.279045982286,1509.6,62,73,25,NA,1.1,0.06,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:36:24",2020,"2020-01-18","18:36:24"
"2020-01-18 18:36:26",41.3505079597235,-122.279032990336,1509.8,64,72,25,51,1.1,0.06,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:36:26",2020,"2020-01-18","18:36:26"
"2020-01-18 18:36:28",41.3505239691585,-122.279019998387,1510.2,65,37,25,53,1.1,0.06,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:36:28",2020,"2020-01-18","18:36:28"
"2020-01-18 18:36:30",41.3505389727652,-122.279006000608,1510.2,66,37,25,55,1.1,0.08,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:36:30",2020,"2020-01-18","18:36:30"
"2020-01-18 18:36:32",41.3505549822003,-122.278990997002,1510.4,66,37,25,57,1.1,0.08,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:36:32",2020,"2020-01-18","18:36:32"
"2020-01-18 18:36:34",41.3505699858069,-122.278975993395,1511,67,37,25,59,1.1,0.08,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:36:34",2020,"2020-01-18","18:36:34"
"2020-01-18 18:36:36",41.3505880068988,-122.278960989788,1511,66,37,25,62,1.1,0.08,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:36:36",2020,"2020-01-18","18:36:36"
"2020-01-18 18:36:38",41.3506040163338,-122.278947997838,1511.2,66,36,25,64,1.1,0.1,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:36:38",2020,"2020-01-18","18:36:38"
"2020-01-18 18:36:40",41.3506220374256,-122.278932994232,1511.4,64,36,25,66,1.1,0.1,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:36:40",2020,"2020-01-18","18:36:40"
"2020-01-18 18:36:42",41.3506399746984,-122.278917990625,1511.6,64,70,25,68,1.1,0.1,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:36:42",2020,"2020-01-18","18:36:42"
"2020-01-18 18:36:44",41.3506569899619,-122.278904998675,1511.8,62,34,25,71,1.1,0.1,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:36:44",2020,"2020-01-18","18:36:44"
"2020-01-18 18:36:46",41.3506750110537,-122.278892006725,1511.8,60,36,25,73,1.1,0.1,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:36:46",2020,"2020-01-18","18:36:46"
"2020-01-18 18:36:48",41.3506930321455,-122.278881026432,1512.2,60,37,25,75,1.1,0.1,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:36:48",2020,"2020-01-18","18:36:48"
"2020-01-18 18:36:50",41.3507099635899,-122.27886996232,1512.4,57,39,25,77,1.1,0.1,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:36:50",2020,"2020-01-18","18:36:50"
"2020-01-18 18:36:53",41.3507320079952,-122.278849007562,1512.6,54,73,24,NA,1.1,0.1,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:36:53",2020,"2020-01-18","18:36:53"
"2020-01-18 18:36:55",41.3507470116019,-122.278831992298,1512.8,53,73,24,82,1.1,0.1,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:36:55",2020,"2020-01-18","18:36:55"
"2020-01-18 18:36:57",41.3507640268654,-122.278819000348,1512.8,52,39,24,85,1.1,0.1,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:36:57",2020,"2020-01-18","18:36:57"
"2020-01-18 18:37:00",41.3507839757949,-122.278799973428,1513,52,39,25,NA,1.1,0.1,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:37:00",2020,"2020-01-18","18:37:00"
"2020-01-18 18:37:03",41.3508040085435,-122.27877901867,1513.2,54,37,25,NA,1,0.08,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:37:03",2020,"2020-01-18","18:37:03"
"2020-01-18 18:37:05",41.3508210238069,-122.278762003407,1513.4,54,73,25,92,1,0.08,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:37:05",2020,"2020-01-18","18:37:05"
"2020-01-18 18:37:07",41.3508380390704,-122.278745993972,1513.6,56,37,25,95,1,0.08,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:37:07",2020,"2020-01-18","18:37:07"
"2020-01-18 18:37:10",41.3508579879999,-122.278729984537,1514,59,73,25,NA,1,0.08,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:37:10",2020,"2020-01-18","18:37:10"
"2020-01-18 18:37:12",41.3508770149201,-122.278715986758,1514.2,62,40,25,100,1,0.08,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:37:12",2020,"2020-01-18","18:37:12"
"2020-01-18 18:37:14",41.3508960418403,-122.278699977323,1514.6,63,73,25,102,1,0.08,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:37:14",2020,"2020-01-18","18:37:14"
"2020-01-18 18:37:17",41.3509139791131,-122.278677010909,1514.6,63,73,25,NA,1,0.08,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:37:17",2020,"2020-01-18","18:37:17"
"2020-01-18 18:37:20",41.3509320002049,-122.278652032837,1514.8,64,73,25,NA,1,0.08,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:37:20",2020,"2020-01-18","18:37:20"
"2020-01-18 18:37:22",41.3509490154684,-122.278639962897,1515.2,66,49,25,110,1,0.08,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:37:22",2020,"2020-01-18","18:37:22"
"2020-01-18 18:37:24",41.3509650249034,-122.278626970947,1515.4,66,37,25,112,1,0.08,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:37:24",2020,"2020-01-18","18:37:24"
"2020-01-18 18:37:26",41.3509780168533,-122.278610039502,1515.6,65,37,25,114,1,0.08,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:37:26",2020,"2020-01-18","18:37:26"
"2020-01-18 18:37:28",41.3509960379452,-122.278596041724,1515.6,63,37,25,116,1,0.08,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:37:28",2020,"2020-01-18","18:37:28"
"2020-01-18 18:37:30",41.3510119635612,-122.278583971784,1515.8,62,37,25,119,1,0.08,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:37:30",2020,"2020-01-18","18:37:30"
"2020-01-18 18:37:32",41.3510309904814,-122.27857299149,1515.8,61,39,25,121,1,0.08,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:37:32",2020,"2020-01-18","18:37:32"
"2020-01-18 18:37:35",41.3510520290583,-122.278550025076,1516.2,60,43,25,NA,1,0.08,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:37:35",2020,"2020-01-18","18:37:35"
"2020-01-18 18:37:37",41.351067032665,-122.278535021469,1516.6,60,73,25,126,1,0.08,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:37:37",2020,"2020-01-18","18:37:37"
"2020-01-18 18:37:39",41.351082958281,-122.278520017862,1517,59,73,25,128,1,0.08,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:37:39",2020,"2020-01-18","18:37:39"
"2020-01-18 18:37:41",41.3511019852012,-122.278503002599,1517,58,73,25,130,1,0.08,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:37:41",2020,"2020-01-18","18:37:41"
"2020-01-18 18:37:43",41.3511149771512,-122.278485987335,1517.2,56,73,25,133,1,0.08,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:37:43",2020,"2020-01-18","18:37:43"
"2020-01-18 18:37:46",41.3511360157281,-122.278466960415,1517.4,56,73,25,NA,1,0.08,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:37:46",2020,"2020-01-18","18:37:46"
"2020-01-18 18:37:49",41.3511599879712,-122.278448017314,1517.8,56,73,25,NA,1,0.08,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:37:49",2020,"2020-01-18","18:37:49"
"2020-01-18 18:37:51",41.351178009063,-122.278431002051,1517.6,55,73,25,141,1,0.08,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:37:51",2020,"2020-01-18","18:37:51"
"2020-01-18 18:37:53",41.3511989638209,-122.278423039243,1517.8,54,73,25,143,1,0.08,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:37:53",2020,"2020-01-18","18:37:53"
"2020-01-18 18:37:55",41.3512169849128,-122.278414992616,1518.2,54,43,25,146,1,0.08,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:37:55",2020,"2020-01-18","18:37:55"
"2020-01-18 18:37:58",41.3512340001762,-122.278396971524,1518.4,54,36,25,NA,1.1,0.08,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:37:58",2020,"2020-01-18","18:37:58"
"2020-01-18 18:38:01",41.3512550387532,-122.278374005109,1518.8,54,75,25,150,1,0.08,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:38:01",2020,"2020-01-18","18:38:01"
"2020-01-18 18:38:04",41.3512729760259,-122.27835397236,1519.2,54,36,25,NA,1,0.08,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:38:04",2020,"2020-01-18","18:38:04"
"2020-01-18 18:38:07",41.3512920029461,-122.278335029259,1519.8,54,36,25,NA,1,0.08,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:38:07",2020,"2020-01-18","18:38:07"
"2020-01-18 18:38:09",41.3513060007244,-122.278319019824,1520,54,37,25,158,1,0.08,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:38:09",2020,"2020-01-18","18:38:09"
"2020-01-18 18:38:11",41.3513210043311,-122.278302004561,1520,54,37,25,160,1,0.08,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:38:11",2020,"2020-01-18","18:38:11"
"2020-01-18 18:38:13",41.3513350021094,-122.278285995126,1520.2,54,37,25,163,1,0.08,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:38:13",2020,"2020-01-18","18:38:13"
"2020-01-18 18:38:16",41.3513530232012,-122.278267974034,1520.4,54,37,25,NA,1,0.1,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:38:16",2020,"2020-01-18","18:38:16"
"2020-01-18 18:38:18",41.3513670209795,-122.278252970427,1520.6,52,43,25,167,1,0.1,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:38:18",2020,"2020-01-18","18:38:18"
"2020-01-18 18:38:20",41.3513849582523,-122.278238972649,1520.8,53,46,25,169,1,0.1,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:38:20",2020,"2020-01-18","18:38:20"
"2020-01-18 18:38:22",41.3514019735157,-122.278222963214,1521.2,54,39,25,172,1,0.1,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:38:22",2020,"2020-01-18","18:38:22"
"2020-01-18 18:38:25",41.3514240179211,-122.27820603177,1521.4,56,34,25,NA,1,0.1,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:38:25",2020,"2020-01-18","18:38:25"
"2020-01-18 18:38:28",41.3514439668506,-122.278189016506,1521.8,56,34,25,NA,1,0.1,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:38:28",2020,"2020-01-18","18:38:28"
"2020-01-18 18:38:31",41.3514639995992,-122.278170995414,1522,56,34,25,NA,1,0.1,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:38:31",2020,"2020-01-18","18:38:31"
"2020-01-18 18:38:34",41.3514859601855,-122.278160015121,1522.2,57,34,25,NA,1,0.1,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:38:34",2020,"2020-01-18","18:38:34"
"2020-01-18 18:38:37",41.3515080045909,-122.278137970716,1522.8,56,34,25,NA,1,0.1,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:38:37",2020,"2020-01-18","18:38:37"
"2020-01-18 18:38:39",41.3515220023692,-122.278119027615,1522.8,56,36,25,188,1,0.08,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:38:39",2020,"2020-01-18","18:38:39"
"2020-01-18 18:38:42",41.3515449687839,-122.27810301818,1522.8,56,72,25,NA,1,0.08,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:38:42",2020,"2020-01-18","18:38:42"
"2020-01-18 18:38:44",41.3515599723905,-122.278088014573,1523.4,56,73,25,193,1,0.08,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:38:44",2020,"2020-01-18","18:38:44"
"2020-01-18 18:38:46",41.3515719585121,-122.278070999309,1523.4,56,73,25,195,1,0.08,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:38:46",2020,"2020-01-18","18:38:46"
"2020-01-18 18:38:49",41.3515860401094,-122.278048032895,1523.8,54,42,25,NA,1,0.08,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:38:49",2020,"2020-01-18","18:38:49"
"2020-01-18 18:38:52",41.3516049832106,-122.278031017631,1524,53,33,25,NA,1,0.08,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:38:52",2020,"2020-01-18","18:38:52"
"2020-01-18 18:38:54",41.351621998474,-122.278022971004,1524,54,33,25,202,1,0.08,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:38:54",2020,"2020-01-18","18:38:54"
"2020-01-18 18:38:56",41.351643037051,-122.278015008196,1524.4,54,33,25,204,1,0.08,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:38:56",2020,"2020-01-18","18:38:56"
"2020-01-18 18:38:59",41.3516639918089,-122.277995981276,1524.6,54,34,25,NA,1,0.08,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:38:59",2020,"2020-01-18","18:38:59"
"2020-01-18 18:39:01",41.3516789954156,-122.277977960184,1525,52,34,25,209,1,0.08,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:39:01",2020,"2020-01-18","18:39:01"
"2020-01-18 18:39:04",41.3516990281641,-122.277962034568,1525.2,51,36,25,NA,1,0.1,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:39:04",2020,"2020-01-18","18:39:04"
"2020-01-18 18:39:07",41.3517199829221,-122.277934039012,1525.6,52,34,25,NA,1,0.1,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:39:07",2020,"2020-01-18","18:39:07"
"2020-01-18 18:39:09",41.3517349865288,-122.277907971293,1526,52,34,25,217,1,0.1,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:39:09",2020,"2020-01-18","18:39:09"
"2020-01-18 18:39:11",41.3517520017922,-122.277886010706,1526,52,36,25,220,1,0.1,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:39:11",2020,"2020-01-18","18:39:11"
"2020-01-18 18:39:13",41.3517710287124,-122.277876958251,1526,52,36,25,223,1,0.1,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:39:13",2020,"2020-01-18","18:39:13"
"2020-01-18 18:39:15",41.3517899718136,-122.277865977958,1526.4,52,36,25,225,1,0.1,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:39:15",2020,"2020-01-18","18:39:15"
"2020-01-18 18:39:17",41.3518079929054,-122.277857009321,1526.4,52,36,25,227,1,0.1,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:39:17",2020,"2020-01-18","18:39:17"
"2020-01-18 18:39:20",41.3518240023404,-122.277837982401,1526.8,52,36,25,NA,1,0.1,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:39:20",2020,"2020-01-18","18:39:20"
"2020-01-18 18:39:23",41.3518450409174,-122.277830019593,1527.4,52,34,25,NA,1,0.1,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:39:23",2020,"2020-01-18","18:39:23"
"2020-01-18 18:39:26",41.3518639840186,-122.2778190393,1527.8,52,36,25,NA,1,0.1,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:39:26",2020,"2020-01-18","18:39:26"
"2020-01-18 18:39:29",41.3518799934536,-122.277807975188,1527.8,54,34,25,NA,1,0.1,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:39:29",2020,"2020-01-18","18:39:29"
"2020-01-18 18:39:31",41.3519049715251,-122.277788026258,1528,54,36,25,238,1,0.1,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:39:31",2020,"2020-01-18","18:39:31"
"2020-01-18 18:39:33",41.3519250042737,-122.277775034308,1528.4,54,36,25,242,1,0.1,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:39:33",2020,"2020-01-18","18:39:33"
"2020-01-18 18:39:35",41.3519430253655,-122.277766987681,1528.4,54,37,25,244,1,0.1,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:39:35",2020,"2020-01-18","18:39:35"
"2020-01-18 18:39:38",41.351962974295,-122.277762964368,1529,53,37,25,NA,1,0.1,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:39:38",2020,"2020-01-18","18:39:38"
"2020-01-18 18:39:41",41.351984012872,-122.277744021267,1529,52,37,24,NA,1,0.1,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:39:41",2020,"2020-01-18","18:39:41"
"2020-01-18 18:39:43",41.352000022307,-122.277731029317,1529.2,52,37,24,251,1,0.1,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:39:43",2020,"2020-01-18","18:39:43"
"2020-01-18 18:39:46",41.3520239945501,-122.277712002397,1529.8,52,43,24,NA,1,0.1,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:39:46",2020,"2020-01-18","18:39:46"
"2020-01-18 18:39:50",41.3520379923284,-122.277679983526,1530.2,52,40,24,NA,1,0.1,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:39:50",2020,"2020-01-18","18:39:50"
"2020-01-18 18:39:52",41.3520509842783,-122.277662968263,1530.2,52,70,24,259,1,0.1,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:39:52",2020,"2020-01-18","18:39:52"
"2020-01-18 18:39:55",41.3520679995418,-122.277641007677,1530.2,53,43,24,NA,1,0.1,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:39:55",2020,"2020-01-18","18:39:55"
"2020-01-18 18:39:58",41.3520880322903,-122.277615023777,1530.4,55,55,24,NA,1,0.1,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:39:58",2020,"2020-01-18","18:39:58"
"2020-01-18 18:40:02",41.3520980067551,-122.277590967715,1530.8,57,78,24,NA,1,0.08,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:40:02",2020,"2020-01-18","18:40:02"
"2020-01-18 18:40:06",41.3521170336753,-122.27758099325,1531,59,40,24,NA,0.9,0.08,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:40:06",2020,"2020-01-18","18:40:06"
"2020-01-18 18:40:14",41.3521519862115,-122.277564983815,1531.6,62,40,24,NA,0.7,0.06,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:40:14",2020,"2020-01-18","18:40:14"
"2020-01-18 18:40:26",41.3521600328386,-122.277513016015,1532,65,55,24,NA,0.7,0.04,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:40:26",2020,"2020-01-18","18:40:26"
"2020-01-18 18:40:33",41.3521799817681,-122.277501029894,1531.8,60,70,24,NA,0.4,0.04,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:40:33",2020,"2020-01-18","18:40:33"
"2020-01-18 18:40:36",41.352205965668,-122.277478985488,1532.4,58,70,24,NA,0.5,0.04,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:40:36",2020,"2020-01-18","18:40:36"
"2020-01-18 18:40:39",41.3522270042449,-122.277455013245,1533,56,51,24,NA,0.7,0.02,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:40:39",2020,"2020-01-18","18:40:39"
"2020-01-18 18:40:41",41.3522440195084,-122.277437997982,1533.4,56,51,24,289,0.8,0.02,"Move_2020_01_18_10_33_29_Ski_touring.fit","SkiTouring","R","2020-01-18 18:40:41",2020,"2020-01-18","18:40:41"
